Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-06,1970.7032408565176,2020.2183976619579,1958.9681728709509,2009.4736328125,30770080,0.0,0.0
2020-11-09,2042.1042986615873,2048.9372939427244,2016.2572887710905,2030.814697265625,16539467,0.0,0.0
2020-11-10,2056.8595888393465,2069.73352945317,2021.4066886404798,2064.33642578125,17045147,0.0,0.0
2020-11-11,2068.7432502242214,2074.6850690376946,1958.918608311204,1977.8333740234375,26178477,0.0,0.0
2020-11-12,1961.790474015053,1988.9742462115005,1945.9456241492069,1960.8001708984375,18481466,0.0,0.0
2020-11-13,1962.7808700340684,2016.9009620960344,1962.5332942431962,1977.041259765625,20946864,0.0,0.0
2020-11-14,1995.3618286377937,1995.75797407264,1976.0013538216847,1982.884033203125,2411900,0.0,0.0
2020-11-17,2064.7819392157517,2064.7819392157517,1965.751630380464,1973.921630859375,21479385,0.0,0.0
2020-11-18,1973.9216800400168,1987.0431962876175,1941.0931076658671,1967.9302978515625,14030652,0.0,0.0
2020-11-19,1967.9304106362802,1990.9549593337133,1949.1146504104208,1954.0167236328125,12828008,0.0,0.0
2020-11-20,1955.8488243848094,1964.5635409189954,1876.624568207197,1881.0809326171875,26522972,0.0,0.0
2020-11-23,1932.081563145841,1950.8973241400854,1907.571558692812,1931.784423828125,20918665,0.0,0.0
2020-11-24,1944.955319302069,1954.8583504594114,1913.265619598573,1945.0048828125,14277083,0.0,0.0
2020-11-25,1960.8001878621828,1973.624564978657,1923.3666813756236,1928.9124755859375,15062376,0.0,0.0
2020-11-26,1934.1116025011697,1945.9456767097206,1911.334630203804,1933.6658935546875,11924527,0.0,0.0
2020-11-27,1921.683231310775,1937.1319360221141,1902.7684656308259,1911.0870361328125,21845931,0.0,0.0
2020-12-01,1921.5346446901776,1947.183519808654,1911.3345950331916,1935.943603515625,9114939,0.0,0.0
2020-12-02,1939.5085692030473,1942.9746299598564,1916.2364469787576,1939.1619873046875,10240168,0.0,0.0
