Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-06,432.39060481100614,437.35495003276355,428.80251103686186,435.2905578613281,27831424,0.0,0.0
2020-11-09,442.3684852029653,456.72089094511256,441.3854441247365,454.8531188964844,40995422,0.0,0.0
2020-11-10,477.5613518320181,478.79015320046193,464.97843781916606,475.6444396972656,57535138,0.0,0.0
2020-11-11,476.52912219387866,482.2307479632827,464.0936596105891,478.298583984375,45609279,0.0,0.0
2020-11-12,473.43258740293936,475.3494994978859,463.35641639093757,468.6156921386719,31071572,0.0,0.0
2020-11-13,464.68349874354817,478.83928332764805,459.62081352768,477.3155517578125,34815091,0.0,0.0
2020-11-14,481.5426527051639,481.5426527051639,476.4308273686875,478.6426696777344,3636073,0.0,0.0
2020-11-17,482.18162780914344,484.63923039736534,470.04106502332075,478.1511535644531,36127378,0.0,0.0
2020-11-18,479.72401782179975,490.5374690431928,478.00369603657816,489.2103576660156,29156543,0.0,0.0
2020-11-19,481.6901014044142,484.9832948323894,467.7309068739064,470.6308898925781,31896908,0.0,0.0
2020-11-20,471.3681642247309,475.25118821366436,460.16150271240764,472.0563049316406,30089190,0.0,0.0
2020-11-23,473.6291538498106,475.1528854385949,458.58863816716996,460.3089599609375,29513544,0.0,0.0
2020-11-24,465.96145608283217,471.8597023623617,463.20895315239784,470.0902404785156,23135994,0.0,0.0
2020-11-25,476.7748947443787,481.64095979384405,463.110630565113,464.6835021972656,34168305,0.0,0.0
2020-11-26,467.0427896809026,469.1071818011569,457.9004902912139,467.2393798828125,28707911,0.0,0.0
2020-11-27,468.3207424004723,471.4173156562626,463.3072271291762,465.3224792480469,48390771,0.0,0.0
2020-12-01,471.5647840143303,480.2155328934633,466.25633856573927,476.8731994628906,20120049,0.0,0.0
2020-12-02,478.10199891944546,478.7409695728733,464.1919746946956,472.30206298828125,21244707,0.0,0.0
2020-12-03,473.92407446020826,476.7748873743996,470.72919119429736,473.6783142089844,22701738,0.0,0.0
2020-12-04,475.49695722106486,495.45267808850605,474.80881650148496,493.5357360839844,39547014,0.0,0.0
2020-12-07,496.43574903568765,506.8559605599745,495.60015811156154,501.7933349609375,37778332,0.0,0.0
2020-12-08,502.8254787985366,503.31699930567106,496.8289226114902,499.7780456542969,19339943,0.0,0.0
2020-12-09,501.35093890327164,506.266144186637,497.46791472940004,502.82550048828125,21272782,0.0,0.0
2020-12-10,499.48315231497946,505.67632879125165,490.29171270339083,498.3526611328125,20419020,0.0,0.0
2020-12-11,500.6136298859947,508.1339175455731,497.51705673206686,506.70849609375,25335765,0.0,0.0
2020-12-14,509.3135671760864,518.8490777949152,509.3135671760864,516.8829956054688,26369591,0.0,0.0
2020-12-15,515.1134796802585,515.3592399281976,504.3983088700915,509.2643737792969,26969145,0.0,0.0
2020-12-16,511.23048741393296,512.8525291507782,502.43228799302193,503.7593994140625,24263586,0.0,0.0
2020-12-17,505.2830943676592,507.7406969667237,500.46619927349917,501.744140625,23883288,0.0,0.0
2020-12-18,505.28312675130115,509.4610514374744,500.51537140354384,508.3797302246094,21735833,0.0,0.0
2020-12-21,505.87290118728873,505.9712412924938,479.9206534233453,486.1138000488281,29157759,0.0,0.0
2020-12-22,488.8662761766982,493.2899606665337,480.8053579952384,491.8153991699219,32328041,0.0,0.0
2020-12-23,490.5374839299441,496.92725075468286,488.1290213575297,495.0594787597656,19205951,0.0,0.0
2020-12-24,498.15603138006963,507.2000206641405,496.5340197150001,504.8406982421875,17576807,0.0,0.0
2020-12-28,507.150908106217,512.3610137370682,504.88986566258257,511.2796325683594,14470472,0.0,0.0
2020-12-29,513.68808575758,521.7981743739806,509.06778084882995,519.8320922851562,19092649,0.0,0.0
2020-12-30,522.6337406803108,523.9608219516474,515.654113993866,519.7828979492188,21365141,0.0,0.0
2020-12-31,521.110009276428,529.3675776634024,517.5710856820452,525.97607421875,27817770,0.0,0.0
2021-01-01,526.46760639662,527.8930278759997,517.1778567552143,518.5541381835938,13592625,0.0,0.0
2021-01-04,523.2726618712604,525.9268843154805,515.4083346291598,522.682861328125,16549750,0.0,0.0
2021-01-05,517.7185830159374,530.793016729229,514.1304592524866,528.1387939453125,23311516,0.0,0.0
2021-01-06,529.6133398655575,541.26235174007,526.7624969595281,537.4285278320312,28178838,0.0,0.0
2021-01-07,542.7861129807361,544.9979552341213,530.5963805620559,531.9234619140625,21138034,0.0,0.0
