Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-07,1473.8735447593608,1473.8735447593608,1457.2998181740604,1467.2144775390625,20976424,0.0,0.0
2023-11-08,1463.9589519318,1473.3309728900333,1461.048740962476,1471.4566650390625,15699773,0.0,0.0
2023-11-09,1465.9813692925773,1472.492433388654,1463.5150480118025,1465.6361083984375,11058370,0.0,0.0
2023-11-10,1460.160777815708,1475.8466047184043,1460.1115236472572,1471.4072265625,7007593,0.0,0.0
2023-11-13,1471.9991240792267,1475.797234650203,1465.8826956604473,1468.74365234375,10302957,0.0,0.0
2023-11-15,1483.837538192476,1490.595234539194,1480.3354341657644,1484.133544921875,20622730,0.0,0.0
2023-11-16,1489.3620628582516,1498.5368262915995,1483.4922663173093,1488.0302734375,14856919,0.0,0.0
2023-11-17,1469.9275396582534,1487.191789285112,1468.9410111081472,1484.8240966796875,11850937,0.0,0.0
2023-11-20,1492.6177003743046,1492.6177003743046,1481.3219966151755,1484.9227294921875,9665726,0.0,0.0
2023-11-21,1498.5367575640653,1501.4963429970423,1491.7296869830502,1497.5008544921875,12479986,0.0,0.0
2023-11-22,1499.523295087246,1499.523295087246,1483.2949497021973,1492.1737060546875,14561825,0.0,0.0
2023-11-23,1488.178294786997,1503.3214837114267,1488.178294786997,1500.805908203125,6523110,0.0,0.0
2023-11-24,1500.7071421544201,1512.4962302687104,1499.37535273253,1511.4603271484375,8234596,0.0,0.0
2023-11-28,1514.5185744814355,1516.5410061695156,1505.2453024968618,1508.056884765625,14244669,0.0,0.0
2023-11-29,1513.236150477089,1541.9441068847843,1512.3482507065735,1538.14599609375,17021244,0.0,0.0
2023-11-30,1548.0112049713134,1551.2666767344967,1521.3749357275026,1537.8006591796875,34745720,0.0,0.0
2023-12-01,1536.9128545820595,1544.6570796267445,1531.1909408125919,1534.446533203125,11076768,0.0,0.0
2023-12-04,1566.6072601267956,1590.2839441589385,1552.4506002177452,1587.718994140625,25331228,0.0,0.0
2023-12-05,1614.4539070470291,1616.9202283226891,1594.7233368417492,1601.8262939453125,26115410,0.0,0.0
2023-12-06,1616.3776484976167,1616.3776484976167,1594.8713984440155,1605.8712158203125,19306530,0.0,0.0
2023-12-07,1603.1088193847468,1611.9875759228776,1594.427320377126,1608.4853515625,10225193,0.0,0.0
2023-12-08,1608.4854305052345,1632.7047546432427,1608.4854305052345,1630.928955078125,16864019,0.0,0.0
2023-12-11,1627.8213910221475,1641.2874086355528,1624.8124309426578,1628.758544921875,11593810,0.0,0.0
2023-12-12,1631.9154023573187,1633.9378339598777,1609.8665143887495,1612.5794677734375,18290738,0.0,0.0
2023-12-13,1610.4583681767715,1613.960592449305,1593.3421231427492,1608.9293212890625,14673457,0.0,0.0
2023-12-14,1623.8259265459483,1636.6014225729195,1622.8393980365036,1627.9200439453125,17586183,0.0,0.0
2023-12-15,1627.772076668304,1645.5295902319583,1624.4178555766669,1634.23388671875,69418565,0.0,0.0
2023-12-18,1638.32790639653,1642.2740205762539,1628.709253083453,1633.395263671875,9007377,0.0,0.0
2023-12-19,1627.7720997740344,1636.3055957762012,1621.902303099734,1630.633056640625,12004223,0.0,0.0
2023-12-20,1635.6642628809595,1646.4667018508794,1622.2967534548702,1634.677734375,17116260,0.0,0.0
2023-12-21,1634.6776913765395,1666.9864990968665,1628.0186241364722,1663.9775390625,18294620,0.0,0.0
2023-12-22,1660.9194254050005,1663.1884892167195,1644.6417044994485,1648.3411865234375,24289425,0.0,0.0
2023-12-26,1650.7088976124296,1663.2377620371465,1646.0722615940474,1659.784912109375,9022928,0.0,0.0
2023-12-27,1658.8477554342537,1683.5109691635766,1655.9867985564827,1680.3541259765625,13504539,0.0,0.0
2023-12-28,1686.2731985214466,1698.210169182226,1679.0714923638855,1682.2777099609375,22038235,0.0,0.0
2023-12-29,1674.1389025534318,1691.7977871899893,1673.1523740310079,1686.223876953125,12505713,0.0,0.0
2024-01-01,1683.0175981528068,1686.1251869707894,1669.2061993402986,1675.2239990234375,7119843,0.0,0.0
2024-01-02,1675.9146849908566,1679.8607990403516,1665.9506506752066,1676.2105712890625,14621046,0.0,0.0
2024-01-03,1679.0714801971951,1681.7350589343398,1646.4666656223246,1650.363525390625,14194881,0.0,0.0
